Cód. UO;Categoria;Descrição categ.;Nome UO;Sigla UO;Data criação;Endereço;Compl. Endereço;Bairro;CEP;Cód. Município;Nome município;UF;DDD;Telefone;Ramal;Fax;e-mail;Porte;CNPJ;Unidade ativa;Situação Unidade;Descrição situação unidade;Horário início atend.;Horário fim atend.
20001100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ALFREDO WAGNER       ;APSALF;08/10/2003;RUA MAJOR PEDRO BORGES, 103           ;;CENTRO       ;88450000       ;20007;ALFREDO WAGNER     ;SC;48;32761337;;32761350;aps20001100@inss.gov.br;D;29979036080667;1;1;EM FUNCIONAMENTO;800;1400
20001130;36;apsai   ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO ACORDOS I;APSAIF;12/09/2011;R FELIPE SCHMIDT - 331                ;;CENTRO       ;88010000       ;20053;FLORIANOPOLIS      ;SC;48;32988125;;;apsai20001130@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1400
20021020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BRUSQUE              ;APSBRQ;29/09/2000;RUA RODRIGUES ALVES, 50               ;;CENTRO       ;88350160       ;20028;BRUSQUE            ;SC;47;33510090;;33510344;aps20021020@inss.gov.br;B;29979036031372;1;1;EM FUNCIONAMENTO;700;1700
20021050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITAJAÍ               ;APSITA;29/09/2000;R DOUTOR JOSE BONIFACIO MALBURG, 195  ;;CENTRO       ;88301350       ;20081;ITAJAI             ;SC;47;33480090;;33480090;aps20021050@inss.gov.br;A;29979036031615;1;1;EM FUNCIONAMENTO;700;1700
20021080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BALNEÁRIO DE CAMBORIÚ;APSBAL;08/10/2003;AV ATLÂNTICA, 2554 SALA 9 TÉRREO-FUNDO;;CENTRO       ;88330018       ;20020;BALNEARIO CAMBORIU ;SC;47;33630534;;33665136;aps20021080@inss.gov.br;D;29979036101923;1;1;EM FUNCIONAMENTO;700;1700
20022020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CHAPECÓ              ;APSCHA;29/09/2000;RUA RUI BARBOSA, 42D                  ;;CENTRO       ;89801042       ;20041;CHAPECO            ;SC;49;33234141;;33234141;aps20022020@inss.gov.br;A;29979036058572;1;1;EM FUNCIONAMENTO;800;1800
20022050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MARAVILHA            ;APSMAR;29/09/2000;RUA EUCLIDES DA CUNHA, 11             ;;CENTRO       ;89874000       ;20103;MARAVILHA          ;SC;49;36640466;;36640466;aps20022050@inss.gov.br;C;29979036051560;1;1;EM FUNCIONAMENTO;800;1400
20022080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VIDEIRA              ;APSVID;29/09/2000;RUA SAUL BRANDALISE, 201              ;;CENTRO       ;89560000       ;20190;VIDEIRA            ;SC;49;35661039;;35661039;aps20022080@inss.gov.br;C;29979036033820;1;1;EM FUNCIONAMENTO;700;1700
20022110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAPINZAL             ;APSCAP;08/10/2003;RUA ERNESTO HACHMANN, 435             ;;CENTRO       ;89665000       ;20038;CAPINZAL           ;SC;49;35551544;;35551544;aps20022110@inss.gov.br;D;29979036051055;1;1;EM FUNCIONAMENTO;800;1800
20022150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PORTO UNIÃO          ;APSPTU;08/10/2003;RUA QUINTINO BOCAIÚVA, 423            ;;CENTRO       ;89400000       ;20134;PORTO UNIAO        ;SC;42;35225294;;35225294;aps20022150@inss.gov.br;D;29979036051306;1;1;EM FUNCIONAMENTO;800;1800
20023010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ARARANGUÁ            ;APSARN;29/09/2000;RUA CAETANO LUMMERTZ, 722             ;;CENTRO       ;88900000       ;20014;ARARANGUA          ;SC;48;35242002;;35242002;aps20023010@inss.gov.br;C;29979036033154;1;1;EM FUNCIONAMENTO;800;1800
20023040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LAGUNA               ;APSLAG;29/09/2000;RUA RAULINO HORN, 140                 ;;CENTRO       ;88790000       ;20093;LAGUNA             ;SC;48;36440391;;36440272;aps20023040@inss.gov.br;B;29979036032778;1;1;EM FUNCIONAMENTO;700;1700
20023070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL URUSSANGA            ;APSURU;29/09/2000;RUA BARÃO DO RIO BRANCO, 88           ;;CENTRO       ;88840000       ;20187;URUSSANGA          ;SC;48;34651144;;34651165;aps20023070@inss.gov.br;B;29979036032506;1;1;EM FUNCIONAMENTO;800;1800
20023110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SOMBRIO              ;APSSOM;08/10/2003;RUA GENERINO TEIXEIRA DA ROSA         ;283                 ;CENTRO       ;88960000       ;20175;SOMBRIO            ;SC;48;35333207;;35333680;aps20023110@inss.gov.br;D;29979036069264;1;1;EM FUNCIONAMENTO;700;1700
20024010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CANOINHAS            ;APSCAN;10/06/1999;RUA VIDAL RAMOS, 780                  ;;CENTRO       ;89460000       ;20037;CANOINHAS          ;SC;47;36223522;;36223726;aps20024010@inss.gov.br;C;29979036032344;1;1;EM FUNCIONAMENTO;800;1400
20024040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MAFRA                ;APSMAF;10/06/1999;RUA DOUTOR MATHIAS PIENCHNICK, 37     ;TÉRREO              ;CENTRO       ;89300000       ;20100;MAFRA              ;SC;47;40096692;;36423000;aps20024040@inss.gov.br;B;29979036031453;1;1;EM FUNCIONAMENTO;800;1400
20024080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JOINVILLE - GUANABARA;APSJGB;29/09/2000;RUA GRACIOSA, 380                     ;TÉRREO              ;GUANABARA    ;89207100       ;20090;JOINVILLE          ;SC;47;34639815;;34292173;aps20024080@inss.gov.br;C;29979036118737;1;1;EM FUNCIONAMENTO;700;1700
20024110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO NEGRO            ;APSRIO;08/08/2013;RUA BRASÍLIO CELESTINO DE OLIVEIRA, 30;TERREO              ;CENTRO       ;83880000       ;14212;RIO NEGRO          ;PR;47;36436094;;;aps20024110@inss.gov.br;D;;1;4;EM PROCESS. INST;;
21001030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-CENTRO     ;APSSPC;29/09/2000;R CORONEL XAVIER DE TOLEDO, 290       ;;REPUBLICA    ;1048000        ;21504;SAO PAULO          ;SP;11;35033554;;31570359;aps21001030@inss.gov.br;A;29979036124036;1;1;EM FUNCIONAMENTO;700;1700
21001070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-PAISSANDU  ;APSPP ;10/06/1999;R CORONEL XAVIER DE TOLEDO, 280       ;5º ANDAR            ;REPUBLICA    ;1048000        ;21504;SAO PAULO          ;SP;11;35443505;;31045051;aps21001070@inss.gov.br;C;29979036125199;1;2;EM PROCESSO ENCE;700;1700
21001100;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJS;22/10/2003;R CORONEL XAVIER DE TOLEDO, 280       ;3º ANDAR            ;REPUBLICA    ;1048000        ;21504;SAO PAULO          ;SP;11;35033417;;32289482;apsdj21001100@inss.gov.;B;;1;1;EM FUNCIONAMENTO;700;1700
21002010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-ÁGUA BRANCA;APSAGB;29/09/2000;AV. FRANCISCO MATARAZZO,345           ;;AGUA BRANCA  ;5001000        ;21504;SAO PAULO          ;SP;11;35446246;;35446250;aps21002010@inss.gov.br;B;29979036124540;1;1;EM FUNCIONAMENTO;700;1700
21002050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-TUCURUVI   ;APSTCV;29/09/2000;RUA DOMINGOS CALHEIROS, 124/126       ;;TUCURUVI     ;2303100        ;21504;SAO PAULO          ;SP;11;35446282;;35446281;aps21002050@inss.gov.br;C;29979036124389;1;1;EM FUNCIONAMENTO;700;1700
21004010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-NOSSA SENHO;APSNSA;29/09/2000;AV NOSSA SENHORA DO SABARA - 2300     ;;JARDIM CAMPO ;4686002        ;21504;SAO PAULO          ;SP;11;35033730;;56312223;aps21004010@inss.gov.br;B;29979036121878;1;1;EM FUNCIONAMENTO;700;1700
21004040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-JABAQUARA  ;APSJAB;29/09/2000;RUA DOS CAMBUIS 326                   ;;VILA PARQUE J;4346070        ;21504;SAO PAULO          ;SP;11;35033700;;50163347;aps21004040@inss.gov.br;B;29979036122335;1;1;EM FUNCIONAMENTO;700;1700
21004070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO - GUARAPIRA;APSGUA;08/10/2003;LARGO DO SOCORRO, 60                  ;;VILA SOCORRO ;4760000        ;21504;SAO PAULO          ;SP;11;35033766;;55236626;aps21004070@inss.gov.br;C;29979036132802;1;1;EM FUNCIONAMENTO;700;1700
21004100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITAPECERICA DA SERRA ;APSITS;17/08/2006;RUA 15 DE NOVEMBRO, 1030              ;;CENTRO       ;6850100        ;21223;ITAPECERICA DA SERR;SP;11;35033688;;41653951;aps21004100@inss.gov.br;C;29979036077526;1;1;EM FUNCIONAMENTO;700;1700
21005010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-ÁGUA RASA  ;APSAGR;29/09/2000;R JOAO SOARES, 59                     ;;QUARTA PARADA;3175070        ;21504;SAO PAULO          ;SP;11;35441654;;29650852;aps21005010@inss.gov.br;C;29979036123811;1;1;EM FUNCIONAMENTO;700;1700
21005040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-ITAQUERA   ;APSSPI;29/09/2000;R VICTORIO SANTIM -214 / 216          ;;VILA CARMOSIN;8290000        ;21504;SAO PAULO          ;SP;11;35441669;;20798227;aps21005040@inss.gov.br;C;29979036124621;1;1;EM FUNCIONAMENTO;700;1700
21005070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO PAULO-TATUAPÉ    ;APSTTP;29/09/2000;R EUCLIDES PACHECO - 463              ;;VILA GOMES CA;3321000        ;21504;SAO PAULO          ;SP;11;35441734;;20978177;aps21005070@inss.gov.br;A;29979036060631;1;1;EM FUNCIONAMENTO;700;1700
21021010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ANDRADINA            ;APSAND;29/09/2000;R SANTA TEREZINHA, 1840               ;;PISCINA      ;16901440       ;21021;ANDRADINA          ;SP;18;37222922;;37222909;aps21021010@inss.gov.br;C;29979036040010;1;1;EM FUNCIONAMENTO;700;1700
21021040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LINS                 ;APSLIN;29/09/2000;R FLORIANO PEIXOTO, 1411              ;;CENTRO       ;16400101       ;21272;LINS               ;SP;14;35223777;;35223776;aps21021040@inss.gov.br;B;29979036035440;1;1;EM FUNCIONAMENTO;700;1700
21021070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MIRANDÓPOLIS         ;APSMIR;08/10/2003;PRAÇA PAPA JOÃO XXIII, 115            ;;CENTRO       ;16800000       ;21302;MIRANDOPOLIS       ;SP;18;37012500;;37013400;aps21021070@inss.gov.br;D;29979036053180;1;1;EM FUNCIONAMENTO;800;1400
21021110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PROMISSÃO            ;APSPRO;08/10/2003;RUA GENARO SAMMARCO,  100             ;;CENTRO       ;16370000       ;21417;PROMISSAO          ;SP;14;35413633;;;aps21021110@inss.gov.br;D;29979036117684;1;1;EM FUNCIONAMENTO;800;1400
21021140;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJA;12/09/2011;R FLORIANO PEIXOTO, 784               ;;VILA MENDONCA;16015000       ;21028;ARACATUBA          ;SP;18;31174121;;;apsdj21021140@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1400
21022030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITÁPOLIS             ;APSITA;29/09/2000;AV PRESIDENTE VALENTIM GENTIL, 1075   ;;CENTRO       ;14900000       ;21228;ITAPOLIS           ;SP;16;31143283;;32624277;aps21022030@inss.gov.br;B;29979036039195;1;1;EM FUNCIONAMENTO;700;1700
21022060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MONTE ALTO           ;APSMON;29/09/2000;RUA CARLOS KIELANDER, 540             ;;;15910000       ;21314;MONTE ALTO         ;SP;16;31143278;;32422818;aps21022060@inss.gov.br;C;29979036077011;1;1;EM FUNCIONAMENTO;700;1400
21022090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IBITINGA             ;APSIBI;08/10/2003;AV ENG IVANIL FRANCISCHINI, 14231     ;;;14940000       ;21197;IBITINGA           ;SP;16;31143285;;32425790;aps21022090@inss.gov.br;D;29979036107026;1;1;EM FUNCIONAMENTO;800;1400
21022120;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJA;12/09/2011;R 9 DE JULHO - 2794                   ;;VILA JOSE BON;14802300       ;21032;ARARAQUARA         ;SP;16;31143237;;31143237;apsdj21022120@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1800
21023010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL AVARÉ                ;APSAVA;29/09/2000;RUA PIAUI, Nº 1495                    ;;CENTRO       ;18701050       ;21045;AVARE              ;SP;14;37320101;;37322155;aps21023010@inss.gov.br;B;29979036040100;1;1;EM FUNCIONAMENTO;700;1700
21023040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JAÚ                  ;APSJAU;29/09/2000;RUA CAMPOS SALLES, Nº 915             ;;CENTRO       ;17201020       ;21254;JAU                ;SP;14;36212922;;36228648;aps21023040@inss.gov.br;A;29979036038202;1;1;EM FUNCIONAMENTO;700;1700
21023080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DOIS CÓRREGOS        ;APSDCO;20/05/2010;R JOÃO LOURIVAL MANGILI 25 JD PAULISTA;;;17300000       ;21142;DOIS CORREGOS      ;SP;14;36524200;;;aps21023080@inss.gov.br;D;29979036126675;1;1;EM FUNCIONAMENTO;700;1700
21023110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TAQUARITUBA          ;APSTAQ;14/09/2010;JOÃO OSVALDO LEIVA, Nº 150            ;BAIRRO CENTRO       ;CENTRO       ;18740000       ;21539;TAQUARITUBA        ;SP;14;37623759;;;aps21023110@inss.gov.br;D;29979036130354;1;1;EM FUNCIONAMENTO;800;1400
21023140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BARRA BONITA         ;APSBBO;06/10/2010;RUA ANTONIO BENEDITO DI MUZZIO, Nº 449;VILA RICCI          ;;17340000       ;21053;BARRA BONITA       ;SP;14;36418095;;;aps21023140@inss.gov.br;D;29979036131598;1;1;EM FUNCIONAMENTO;800;1400
21023190;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BROTAS               ;APSBRT;12/09/2011;RUA OCTÁVIO CAMILO 385 SANTA CECÍLIA  ;;;17380000       ;21080;BROTAS             ;SP;14;36533469;;36533469;aps21023190@inss.gov.br;D;29979036144657;1;1;EM FUNCIONAMENTO;800;1400
21024020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPINAS             ;APSCAM;29/09/2000;RUA BARRETO LEME, 1117                ;;CENTRO       ;13010201       ;21096;CAMPINAS           ;SP;19;33436217;;33436214;aps21024020@inss.gov.br;A;29979036055638;1;1;EM FUNCIONAMENTO;700;1700
21024050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SANTA BARBARA D OESTE;APSSAN;29/09/2000;RUA PRUDENTE DE MORAES, 236           ;;CENTRO       ;13450048       ;21459;SANTA BARBARA D OES;SP;19;34633466;;34633511;aps21024050@inss.gov.br;A;29979036038628;1;1;EM FUNCIONAMENTO;700;1700
21024080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPINAS AMOREIRAS   ;APSCAM;28/05/2002;AV RUY RODRIGUES, 714                 ;;JARDIM NOVO C;13060192       ;21096;CAMPINAS           ;SP;19;32238008;;32238008;aps21024080@inss.gov.br;C;29979036092592;1;1;EM FUNCIONAMENTO;700;1700
21024110;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJC;17/08/2006;RUA BARRETO LEME, 1117                ;2º ANDAR            ;CENTRO       ;13010201       ;21096;CAMPINAS           ;SP;19;33436247;;33436247;apsdj21024110@inss.gov.;D;;1;1;EM FUNCIONAMENTO;700;1700
21024140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL NOVA ODESSA          ;APSNOD;14/09/2010;AV. DR. EDDY DE FREITAS, 800          ;RESID. IMIGRANTES   ;;13460000       ;21335;NOVA ODESSA        ;SP;19;34664041;;34661345;aps21024140@inss.gov.br;D;29979036130605;1;1;EM FUNCIONAMENTO;700;1700
21025030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SUZANO               ;APSSUZ;29/09/2000;RUA CAMPOS SALES - 601                ;;CENTRO       ;8674020        ;21526;SUZANO             ;SP;11;38789110;;47484343;aps21025030@inss.gov.br;A;29979036053775;1;1;EM FUNCIONAMENTO;700;1700
21025080;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJG;12/09/2011;AV PRES. HUMBERTO DE A. C. BRANCO 930 ;;VILA ANTONIET;7040030        ;21189;GUARULHOS          ;SP;11;38789152;;;apsdj21025080@inss.gov.;D;;1;1;EM FUNCIONAMENTO;700;1700
21026030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BRAGANÇA PAULISTA    ;APSBGP;29/09/2000;RUA CORONEL OSÓRIO, 142               ;;CENTRO       ;12900150       ;21076;BRAGANCA PAULISTA  ;SP;11;40337506;;40340619;aps21026030@inss.gov.br;A;29979036034550;1;1;EM FUNCIONAMENTO;700;1700
21026060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ESTÂNCIA DE SOCORRO  ;APSESS;08/10/2003;RUA JOÃO LEONARDELLI 466              ;;CENTRO       ;13960000       ;21522;SOCORRO            ;SP;19;38952969;;38953315;aps21026060@inss.gov.br;D;29979036089028;1;1;EM FUNCIONAMENTO;700;1700
21026090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPO LIMPO PAULISTA ;APSCLP;27/10/2010;RUA COSTA RICA                        ;141                 ;JARDIM AMERIC;13231272       ;21097;CAMPO LIMPO PAULIST;SP;11;40384149;;;aps21026090@inss.gov.br;D;29979036132306;1;1;EM FUNCIONAMENTO;800;1800
21027020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GARÇA                ;APSGAR;29/09/2000;AV. DR. RAFAEL PAES DE BARROS, 17     ;;CENTRO       ;17400000       ;21168;GARCA              ;SP;14;33117364;;34061093;aps21027020@inss.gov.br;C;29979036040444;1;1;EM FUNCIONAMENTO;700;1400
21027050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARAGUAÇÚ PAULISTA   ;APSPAR;29/09/2000;AV. PARAGUAÇU, 346                    ;;CENTRO       ;19700000       ;21356;PARAGUACU PAULISTA ;SP;18;33117363;;33614201;aps21027050@inss.gov.br;C;29979036043206;1;1;EM FUNCIONAMENTO;700;1700
21027080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PALMITAL             ;APSPMT;08/10/2003;AV REGINALDA LEÃO, 373                ;;CENTRO       ;19970000       ;21354;PALMITAL           ;SP;18;33512712;;33511812;aps21027080@inss.gov.br;D;29979036092673;1;1;EM FUNCIONAMENTO;800;1400
21027110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PIRAJU               ;APSPIR;23/02/2012;RUA WASHINGTON OSÓRIO OLIVEIRA, Nº 82 ;;CENTRO       ;18800000       ;21389;PIRAJU             ;SP;14;33514833;;;aps21027110@inss.gov.br;D;;1;1;EM FUNCIONAMENTO;800;1400
21028020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL OSASCO               ;APSOSA;29/09/2000;PRAÇA DAS MONÇÕES 101                 ;;PIRATININGA  ;6233902        ;21345;OSASCO             ;SP;11;38789201;;36968164;aps21028020@inss.gov.br;A;29979036128619;1;1;EM FUNCIONAMENTO;700;1700
21028060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CARAPICUÍBA          ;APSCAR;29/09/2000;AV RUI BARBOSA 1170                   ;;CENTRO       ;6311000        ;21107;CARAPICUIBA        ;SP;11;41835755;;;aps21028060@inss.gov.br;B;29979036114669;1;1;EM FUNCIONAMENTO;700;1700
21029020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAPIVARI             ;APSCAP;29/09/2000;RUA PADRE FABIANO, 800                ;;CENTRO       ;13360000       ;21105;CAPIVARI           ;SP;19;34914334;;34912993;aps21029020@inss.gov.br;C;29979036073105;1;1;EM FUNCIONAMENTO;700;1700
21029050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO CLARO            ;APSRIO;29/09/2000;RUA 03, 1026                          ;;CENTRO       ;13500910       ;21440;RIO CLARO          ;SP;19;35242212;;35343166;aps21029050@inss.gov.br;B;29979036035955;1;1;EM FUNCIONAMENTO;700;1700
21029080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LARANJAL PAULISTA    ;APSLP ;06/10/2010;RUA ANTÔNIO ALVES MARTINS, 33         ;JD AMBIENTAL        ;;18500000       ;21265;LARANJAL PAULISTA  ;SP;15;32836330;;32836706;aps21029080@inss.gov.br;D;29979036131830;1;1;EM FUNCIONAMENTO;700;1700
21029110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CERQUILHO            ;APSCER;06/10/2010;RUA DO MACHADO, 250                   ;BAIRRO ESTIVA       ;;18520000       ;21116;CERQUILHO          ;SP;15;32845776;;32845776;aps21029110@inss.gov.br;D;29979036131750;1;1;EM FUNCIONAMENTO;700;1700
21030020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DRACENA              ;APSDRA;29/09/2000;AVENIDA PRESIDENTE VARGAS, 303        ;TÉRREO              ;;17900000       ;21145;DRACENA            ;SP;18;33118290;;33118295;aps21030020@inss.gov.br;C;29979036040363;1;1;EM FUNCIONAMENTO;700;1700
21030050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PRESIDENTE VENCESLAU ;APSPTV;29/09/2000;RUA VISCONDE DE MAUÁ, 65              ;TERREO              ;CENTRO       ;19400000       ;21416;PRESIDENTE VENCESLA;SP;18;33118263;;32713500;aps21030050@inss.gov.br;C;29979036049077;1;1;EM FUNCIONAMENTO;700;1400
21030080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MARTINOPÓLIS         ;APSMAR;22/06/2010;AVENIDA PADRE JOÃO SCHNEIDER          ;714                 ;CENTRO       ;19500000       ;21293;MARTINOPOLIS       ;SP;18;33118255;;32751135;aps21030080@inss.gov.br;D;29979036127302;1;1;EM FUNCIONAMENTO;800;1800
21031010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BATATAIS             ;APSBTT;29/09/2000;RUA CELSO GARCIA, 82                  ;;CENTRO       ;14300000       ;21059;BATATAIS           ;SP;16;36624222;;32114639;aps21031010@inss.gov.br;C;29979036047961;1;1;EM FUNCIONAMENTO;800;1400
21031040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ORLÂNDIA             ;APSORL;29/09/2000;PRAÇA MARIO FURTADO, 155              ;;CENTRO       ;14620000       ;21344;ORLANDIA           ;SP;16;38260832;;38260832;aps21031040@inss.gov.br;C;29979036048348;1;1;EM FUNCIONAMENTO;700;1700
21031070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SERTÃOZINHO          ;APSSER;29/09/2000;RUA CANDINHA DEL GRANDE, 1222         ;;CENTRO       ;14160780       ;21518;SERTAOZINHO        ;SP;16;32114662;;39426991;aps21031070@inss.gov.br;B;29979036047880;1;1;EM FUNCIONAMENTO;700;1700
21031100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIBEIRÃO PRETO-AMADOR;APSRIB;17/08/2006;RUA AMADOR BUENO, 479                 ;;CENTRO       ;14010070       ;21435;RIBEIRAO PRETO     ;SP;16;32114619;;36104250;aps21031100@inss.gov.br;D;29979036137103;1;1;EM FUNCIONAMENTO;700;1700
21031130;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJR;12/09/2011;R AMADOR BUENO, 479                   ;2º ANDAR            ;CENTRO       ;14010070       ;21435;RIBEIRAO PRETO     ;SP;16;32114614;;;apsdj21031130@inss.gov.;D;;1;1;EM FUNCIONAMENTO;700;1700
21032020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIBEIRÃO PIRES       ;APSRIB;29/09/2000;AV. KAETHE RICHERS, 624               ;;PASTORIL     ;9400630        ;21434;RIBEIRAO PIRES     ;SP;11;35446882;;48287300;aps21032020@inss.gov.br;C;29979036050830;1;1;EM FUNCIONAMENTO;700;1700
21032050;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJS;12/09/2011;RUA ADOLFO BASTOS, 520                ;6º ANDAR            ;VILA BASTOS  ;9041900        ;21479;SANTO ANDRE        ;SP;11;35446835;;;apsdj21032050@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1800
21033030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITANHAÉM             ;APSITA;29/09/2000;R JOÃO MARIANO                        ;329                 ;CENTRO       ;11740000       ;21222;ITANHAEM           ;SP;13;38788568;;34261330;aps21033030@inss.gov.br;C;29979036053260;1;1;EM FUNCIONAMENTO;700;1600
21033070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO VICENTE          ;APSSVC;29/09/2000;AV PERSIO DE QUEIROS FILHO            ;38                  ;CATIAPOA     ;11370300       ;21511;SAO VICENTE        ;SP;13;38788581;;34687188;aps21033070@inss.gov.br;A;29979036041505;1;1;EM FUNCIONAMENTO;700;1700
21033110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MIRACATU             ;APSMIR;31/05/2013;RUA DR EMILIO MARTINS RIBIEIRO        ;170                 ;CENTRO       ;11850000       ;21300;MIRACATU           ;SP;13;38788593;;38473911;aps21033110@inss.gov.br;D;29979036157201;1;1;EM FUNCIONAMENTO;800;1400
